Redshift,Comoving distance (Mpc),Luminosity distance (Mpc),Angular-diameter distance (Mpc),Proper distance (Mpc)
30,11810.346,366120.725,380.979,4221.987
30.01,11810.821,366253.573,380.871,4222.003
30.02,11811.297,366386.423,380.764,4222.018
30.03,11811.772,366519.276,380.657,4222.033
30.04,11812.246,366652.131,380.549,4222.049
30.05,11812.721,366784.988,380.442,4222.064
30.06,11813.195,366917.848,380.335,4222.079
30.07,11813.669,367050.71,380.228,4222.094
30.08,11814.143,367183.575,380.12,4222.11
30.09,11814.617,367316.442,380.013,4222.125
30.1,11815.09,367449.311,379.906,4222.14
30.11,11815.564,367582.182,379.8,4222.155
30.12,11816.037,367715.056,379.693,4222.171
30.13,11816.509,367847.932,379.586,4222.186
30.14,11816.982,367980.811,379.479,4222.201
30.15,11817.454,368113.692,379.373,4222.216
30.16,11817.926,368246.575,379.266,4222.231
30.17,11818.398,368379.46,379.159,4222.246
30.18,11818.869,368512.348,379.053,4222.262
30.19,11819.341,368645.238,378.946,4222.277
30.2,11819.812,368778.131,378.84,4222.292
30.21,11820.283,368911.026,378.734,4222.307
30.22,11820.753,369043.923,378.628,4222.322
30.23,11821.224,369176.823,378.521,4222.337
30.24,11821.694,369309.724,378.415,4222.352
30.25,11822.164,369442.629,378.309,4222.367
30.26,11822.634,369575.535,378.203,4222.382
30.27,11823.103,369708.444,378.097,4222.397
30.28,11823.573,369841.355,377.991,4222.412
30.29,11824.042,369974.269,377.886,4222.427
30.3,11824.511,370107.185,377.78,4222.442
30.31,11824.979,370240.103,377.674,4222.457
30.32,11825.448,370373.023,377.569,4222.472
30.33,11825.916,370505.946,377.463,4222.487
30.34,11826.384,370638.871,377.357,4222.502
30.35,11826.852,370771.799,377.252,4222.517
30.36,11827.319,370904.728,377.147,4222.532
30.37,11827.786,371037.66,377.041,4222.547
30.38,11828.253,371170.595,376.936,4222.562
30.39,11828.72,371303.531,376.831,4222.576
30.4,11829.187,371436.47,376.726,4222.591
30.41,11829.653,371569.412,376.621,4222.606
30.42,11830.12,371702.355,376.516,4222.621
30.43,11830.585,371835.301,376.411,4222.636
30.44,11831.051,371968.249,376.306,4222.651
30.45,11831.517,372101.2,376.201,4222.665
30.46,11831.982,372234.153,376.096,4222.68
30.47,11832.447,372367.108,375.991,4222.695
30.48,11832.912,372500.065,375.887,4222.71
30.49,11833.376,372633.025,375.782,4222.725
30.5,11833.841,372765.987,375.677,4222.739
30.51,11834.305,372898.952,375.573,4222.754
30.52,11834.769,373031.918,375.469,4222.769
30.53,11835.233,373164.887,375.364,4222.783
30.54,11835.696,373297.859,375.26,4222.798
30.55,11836.159,373430.832,375.156,4222.813
30.56,11836.623,373563.808,375.051,4222.828
30.57,11837.085,373696.786,374.947,4222.842
30.58,11837.548,373829.766,374.843,4222.857
30.59,11838.01,373962.749,374.739,4222.871
30.6,11838.473,374095.734,374.635,4222.886
30.61,11838.935,374228.721,374.531,4222.901
30.62,11839.396,374361.711,374.427,4222.915
30.63,11839.858,374494.703,374.324,4222.93
30.64,11840.319,374627.697,374.22,4222.944
30.65,11840.78,374760.694,374.116,4222.959
30.66,11841.241,374893.692,374.013,4222.974
30.67,11841.702,375026.693,373.909,4222.988
30.68,11842.162,375159.697,373.806,4223.003
30.69,11842.622,375292.702,373.702,4223.017
30.7,11843.082,375425.71,373.599,4223.032
30.71,11843.542,375558.72,373.495,4223.046
30.72,11844.002,375691.733,373.392,4223.061
30.73,11844.461,375824.747,373.289,4223.075
30.74,11844.92,375957.764,373.186,4223.09
30.75,11845.379,376090.783,373.083,4223.104
30.76,11845.838,376223.805,372.98,4223.119
30.77,11846.296,376356.829,372.877,4223.133
30.78,11846.754,376489.855,372.774,4223.147
30.79,11847.212,376622.883,372.671,4223.162
30.8,11847.67,376755.914,372.568,4223.176
30.81,11848.128,376888.946,372.466,4223.191
30.82,11848.585,377021.982,372.363,4223.205
30.83,11849.042,377155.019,372.26,4223.219
30.84,11849.499,377288.059,372.158,4223.234
30.85,11849.956,377421.1,372.055,4223.248
30.86,11850.413,377554.145,371.953,4223.262
30.87,11850.869,377687.191,371.85,4223.277
30.88,11851.325,377820.24,371.748,4223.291
30.89,11851.781,377953.291,371.646,4223.305
30.9,11852.236,378086.344,371.543,4223.32
30.91,11852.692,378219.399,371.441,4223.334
30.92,11853.147,378352.457,371.339,4223.348
30.93,11853.602,378485.517,371.237,4223.362
30.94,11854.057,378618.579,371.135,4223.377
30.95,11854.512,378751.644,371.033,4223.391
30.96,11854.966,378884.71,370.931,4223.405
30.97,11855.42,379017.779,370.83,4223.419
30.98,11855.874,379150.851,370.728,4223.433
30.99,11856.328,379283.924,370.626,4223.448
31,11856.781,379417,370.524,4223.462
31.01,11857.235,379550.078,370.423,4223.476
31.02,11857.688,379683.158,370.321,4223.49
31.03,11858.141,379816.24,370.22,4223.504
31.04,11858.593,379949.325,370.118,4223.518
31.05,11859.046,380082.412,370.017,4223.533
31.06,11859.498,380215.501,369.916,4223.547
31.07,11859.95,380348.593,369.814,4223.561
31.08,11860.402,380481.686,369.713,4223.575
31.09,11860.853,380614.782,369.612,4223.589
31.1,11861.305,380747.88,369.511,4223.603
31.11,11861.756,380880.981,369.41,4223.617
31.12,11862.207,381014.083,369.309,4223.631
31.13,11862.658,381147.188,369.208,4223.645
31.14,11863.108,381280.295,369.107,4223.659
31.15,11863.558,381413.404,369.006,4223.673
31.16,11864.009,381546.516,368.906,4223.687
31.17,11864.458,381679.63,368.805,4223.701
31.18,11864.908,381812.746,368.704,4223.715
31.19,11865.358,381945.864,368.604,4223.729
31.2,11865.807,382078.984,368.503,4223.743
31.21,11866.256,382212.107,368.403,4223.757
31.22,11866.705,382345.232,368.302,4223.771
31.23,11867.154,382478.359,368.202,4223.785
31.24,11867.602,382611.488,368.102,4223.799
31.25,11868.05,382744.62,368.002,4223.813
31.26,11868.498,382877.754,367.901,4223.827
31.27,11868.946,383010.889,367.801,4223.84
31.28,11869.394,383144.028,367.701,4223.854
31.29,11869.841,383277.168,367.601,4223.868
31.3,11870.288,383410.311,367.501,4223.882
31.31,11870.735,383543.456,367.401,4223.896
31.32,11871.182,383676.603,367.301,4223.91
31.33,11871.629,383809.752,367.202,4223.923
31.34,11872.075,383942.903,367.102,4223.937
31.35,11872.521,384076.057,367.002,4223.951
31.36,11872.967,384209.213,366.903,4223.965
31.37,11873.413,384342.371,366.803,4223.979
31.38,11873.858,384475.531,366.703,4223.992
31.39,11874.304,384608.694,366.604,4224.006
31.4,11874.749,384741.859,366.505,4224.02
31.41,11875.194,384875.026,366.405,4224.034
31.42,11875.638,385008.195,366.306,4224.047
31.43,11876.083,385141.366,366.207,4224.061
31.44,11876.527,385274.54,366.107,4224.075
31.45,11876.971,385407.715,366.008,4224.088
31.46,11877.415,385540.893,365.909,4224.102
31.47,11877.859,385674.073,365.81,4224.116
31.48,11878.302,385807.256,365.711,4224.129
31.49,11878.745,385940.44,365.612,4224.143
31.5,11879.189,386073.627,365.513,4224.157
31.51,11879.631,386206.816,365.415,4224.17
31.52,11880.074,386340.007,365.316,4224.184
31.53,11880.516,386473.2,365.217,4224.198
31.54,11880.959,386606.396,365.119,4224.211
31.55,11881.401,386739.593,365.02,4224.225
31.56,11881.843,386872.793,364.921,4224.238
31.57,11882.284,387005.995,364.823,4224.252
31.58,11882.726,387139.199,364.725,4224.265
31.59,11883.167,387272.406,364.626,4224.279
31.6,11883.608,387405.614,364.528,4224.292
31.61,11884.049,387538.825,364.43,4224.306
31.62,11884.489,387672.038,364.331,4224.319
31.63,11884.93,387805.253,364.233,4224.333
31.64,11885.37,387938.471,364.135,4224.346
31.65,11885.81,388071.69,364.037,4224.36
31.66,11886.25,388204.912,363.939,4224.373
31.67,11886.689,388338.136,363.841,4224.387
31.68,11887.129,388471.362,363.743,4224.4
31.69,11887.568,388604.59,363.645,4224.414
31.7,11888.007,388737.82,363.548,4224.427
31.71,11888.446,388871.053,363.45,4224.441
31.72,11888.884,389004.288,363.352,4224.454
31.73,11889.322,389137.525,363.255,4224.467
31.74,11889.761,389270.764,363.157,4224.481
31.75,11890.199,389404.005,363.059,4224.494
31.76,11890.636,389537.248,362.962,4224.508
31.77,11891.074,389670.494,362.865,4224.521
31.78,11891.511,389803.742,362.767,4224.534
31.79,11891.949,389936.992,362.67,4224.548
31.8,11892.385,390070.244,362.573,4224.561
31.81,11892.822,390203.498,362.476,4224.574
31.82,11893.259,390336.754,362.378,4224.588
31.83,11893.695,390470.013,362.281,4224.601
31.84,11894.131,390603.274,362.184,4224.614
31.85,11894.567,390736.536,362.087,4224.627
31.86,11895.003,390869.802,361.99,4224.641
31.87,11895.439,391003.069,361.893,4224.654
31.88,11895.874,391136.338,361.797,4224.667
31.89,11896.309,391269.61,361.7,4224.68
31.9,11896.744,391402.883,361.603,4224.694
31.91,11897.179,391536.159,361.507,4224.707
31.92,11897.614,391669.437,361.41,4224.72
31.93,11898.048,391802.717,361.313,4224.733
31.94,11898.482,391935.999,361.217,4224.746
31.95,11898.916,392069.284,361.12,4224.76
31.96,11899.35,392202.57,361.024,4224.773
31.97,11899.783,392335.859,360.928,4224.786
31.98,11900.217,392469.15,360.831,4224.799
31.99,11900.65,392602.443,360.735,4224.812
32,11901.083,392735.738,360.639,4224.825
32.01,11901.516,392869.035,360.543,4224.838
32.02,11901.948,393002.335,360.447,4224.851
32.03,11902.381,393135.636,360.351,4224.865
32.04,11902.813,393268.94,360.255,4224.878
32.05,11903.245,393402.246,360.159,4224.891
32.06,11903.677,393535.554,360.063,4224.904
32.07,11904.108,393668.864,359.967,4224.917
32.08,11904.54,393802.176,359.871,4224.93
32.09,11904.971,393935.491,359.775,4224.943
32.1,11905.402,394068.807,359.68,4224.956
32.11,11905.833,394202.126,359.584,4224.969
32.12,11906.263,394335.447,359.489,4224.982
32.13,11906.694,394468.77,359.393,4224.995
32.14,11907.124,394602.095,359.298,4225.008
32.15,11907.554,394735.422,359.202,4225.021
32.16,11907.984,394868.751,359.107,4225.034
32.17,11908.414,395002.083,359.012,4225.047
32.18,11908.843,395135.416,358.916,4225.06
32.19,11909.272,395268.752,358.821,4225.073
32.2,11909.702,395402.09,358.726,4225.086
32.21,11910.13,395535.43,358.631,4225.099
32.22,11910.559,395668.772,358.536,4225.111
32.23,11910.988,395802.116,358.441,4225.124
32.24,11911.416,395935.463,358.346,4225.137
32.25,11911.844,396068.811,358.251,4225.15
32.26,11912.272,396202.162,358.156,4225.163
32.27,11912.7,396335.514,358.061,4225.176
32.28,11913.127,396468.869,357.967,4225.189
32.29,11913.554,396602.226,357.872,4225.202
32.3,11913.982,396735.585,357.777,4225.214
32.31,11914.408,396868.946,357.683,4225.227
32.32,11914.835,397002.309,357.588,4225.24
32.33,11915.262,397135.675,357.494,4225.253
32.34,11915.688,397269.042,357.399,4225.266
32.35,11916.114,397402.412,357.305,4225.278
32.36,11916.54,397535.784,357.21,4225.291
32.37,11916.966,397669.157,357.116,4225.304
32.38,11917.392,397802.533,357.022,4225.317
32.39,11917.817,397935.911,356.928,4225.329
32.4,11918.242,398069.291,356.834,4225.342
32.41,11918.667,398202.674,356.74,4225.355
32.42,11919.092,398336.058,356.645,4225.368
32.43,11919.517,398469.444,356.552,4225.38
32.44,11919.941,398602.833,356.458,4225.393
32.45,11920.365,398736.224,356.364,4225.406
32.46,11920.789,398869.616,356.27,4225.418
32.47,11921.213,399003.011,356.176,4225.431
32.48,11921.637,399136.408,356.082,4225.444
32.49,11922.061,399269.807,355.989,4225.456
32.5,11922.484,399403.208,355.895,4225.469
32.51,11922.907,399536.611,355.801,4225.482
32.52,11923.33,399670.017,355.708,4225.494
32.53,11923.753,399803.424,355.614,4225.507
32.54,11924.175,399936.834,355.521,4225.519
32.55,11924.597,400070.245,355.428,4225.532
32.56,11925.02,400203.659,355.334,4225.545
32.57,11925.442,400337.075,355.241,4225.557
32.58,11925.863,400470.493,355.148,4225.57
32.59,11926.285,400603.913,355.055,4225.582
32.6,11926.706,400737.335,354.961,4225.595
32.61,11927.128,400870.759,354.868,4225.607
32.62,11927.549,401004.185,354.775,4225.62
32.63,11927.969,401137.613,354.682,4225.632
32.64,11928.39,401271.044,354.589,4225.645
32.65,11928.811,401404.476,354.497,4225.657
32.66,11929.231,401537.911,354.404,4225.67
32.67,11929.651,401671.347,354.311,4225.682
32.68,11930.071,401804.786,354.218,4225.695
32.69,11930.491,401938.227,354.126,4225.707
32.7,11930.91,402071.67,354.033,4225.72
32.71,11931.329,402205.114,353.94,4225.732
32.72,11931.749,402338.561,353.848,4225.745
32.73,11932.168,402472.011,353.755,4225.757
32.74,11932.586,402605.462,353.663,4225.769
32.75,11933.005,402738.915,353.571,4225.782
32.76,11933.423,402872.37,353.478,4225.794
32.77,11933.842,403005.828,353.386,4225.807
32.78,11934.26,403139.287,353.294,4225.819
32.79,11934.677,403272.749,353.201,4225.831
32.8,11935.095,403406.212,353.109,4225.844
32.81,11935.513,403539.678,353.017,4225.856
32.82,11935.93,403673.145,352.925,4225.868
32.83,11936.347,403806.615,352.833,4225.881
32.84,11936.764,403940.087,352.741,4225.893
32.85,11937.181,404073.561,352.649,4225.905
32.86,11937.597,404207.037,352.558,4225.918
32.87,11938.013,404340.515,352.466,4225.93
32.88,11938.43,404473.995,352.374,4225.942
32.89,11938.846,404607.477,352.282,4225.955
32.9,11939.261,404740.961,352.191,4225.967
32.91,11939.677,404874.448,352.099,4225.979
32.92,11940.092,405007.936,352.007,4225.991
32.93,11940.508,405141.426,351.916,4226.004
32.94,11940.923,405274.919,351.824,4226.016
32.95,11941.338,405408.413,351.733,4226.028
32.96,11941.752,405541.91,351.642,4226.04
32.97,11942.167,405675.408,351.55,4226.052
32.98,11942.581,405808.909,351.459,4226.065
32.99,11942.995,405942.412,351.368,4226.077
33,11943.409,406075.916,351.277,4226.089
33.01,11943.823,406209.423,351.186,4226.101
33.02,11944.237,406342.932,351.095,4226.113
33.03,11944.65,406476.443,351.004,4226.125
33.04,11945.063,406609.956,350.913,4226.138
33.05,11945.476,406743.471,350.822,4226.15
33.06,11945.889,406876.988,350.731,4226.162
33.07,11946.302,407010.507,350.64,4226.174
33.08,11946.714,407144.028,350.549,4226.186
33.09,11947.127,407277.551,350.458,4226.198
33.1,11947.539,407411.076,350.368,4226.21
33.11,11947.951,407544.603,350.277,4226.222
33.12,11948.363,407678.133,350.186,4226.234
33.13,11948.774,407811.664,350.096,4226.246
33.14,11949.186,407945.197,350.005,4226.259
33.15,11949.597,408078.733,349.915,4226.271
33.16,11950.008,408212.27,349.825,4226.283
33.17,11950.419,408345.81,349.734,4226.295
33.18,11950.829,408479.351,349.644,4226.307
33.19,11951.24,408612.895,349.554,4226.319
33.2,11951.65,408746.44,349.463,4226.331
33.21,11952.06,408879.988,349.373,4226.343
33.22,11952.47,409013.537,349.283,4226.355
33.23,11952.88,409147.089,349.193,4226.367
33.24,11953.29,409280.642,349.103,4226.379
33.25,11953.699,409414.198,349.013,4226.391
33.26,11954.108,409547.756,348.923,4226.402
33.27,11954.518,409681.316,348.833,4226.414
33.28,11954.926,409814.877,348.743,4226.426
33.29,11955.335,409948.441,348.654,4226.438
33.3,11955.744,410082.007,348.564,4226.45
33.31,11956.152,410215.575,348.474,4226.462
33.32,11956.56,410349.145,348.385,4226.474
33.33,11956.968,410482.716,348.295,4226.486
33.34,11957.376,410616.29,348.205,4226.498
33.35,11957.784,410749.866,348.116,4226.51
33.36,11958.191,410883.444,348.027,4226.521
33.37,11958.598,411017.024,347.937,4226.533
33.38,11959.005,411150.606,347.848,4226.545
33.39,11959.412,411284.19,347.758,4226.557
33.4,11959.819,411417.776,347.669,4226.569
33.41,11960.226,411551.364,347.58,4226.581
33.42,11960.632,411684.954,347.491,4226.592
33.43,11961.038,411818.546,347.402,4226.604
33.44,11961.444,411952.14,347.313,4226.616
33.45,11961.85,412085.736,347.224,4226.628
33.46,11962.256,412219.334,347.135,4226.64
33.47,11962.661,412352.934,347.046,4226.651
33.48,11963.067,412486.536,346.957,4226.663
33.49,11963.472,412620.14,346.868,4226.675
33.5,11963.877,412753.746,346.779,4226.687
33.51,11964.281,412887.354,346.69,4226.698
33.52,11964.686,413020.964,346.602,4226.71
33.53,11965.091,413154.576,346.513,4226.722
33.54,11965.495,413288.19,346.424,4226.733
33.55,11965.899,413421.806,346.336,4226.745
33.56,11966.303,413555.425,346.247,4226.757
33.57,11966.707,413689.045,346.159,4226.769
33.58,11967.11,413822.667,346.07,4226.78
33.59,11967.513,413956.291,345.982,4226.792
33.6,11967.917,414089.917,345.894,4226.804
33.61,11968.32,414223.545,345.805,4226.815
33.62,11968.723,414357.175,345.717,4226.827
33.63,11969.125,414490.807,345.629,4226.838
33.64,11969.528,414624.441,345.541,4226.85
33.65,11969.93,414758.077,345.453,4226.862
33.66,11970.332,414891.715,345.364,4226.873
33.67,11970.734,415025.355,345.276,4226.885
33.68,11971.136,415158.997,345.188,4226.896
33.69,11971.538,415292.641,345.101,4226.908
33.7,11971.939,415426.287,345.013,4226.92
33.71,11972.34,415559.935,344.925,4226.931
33.72,11972.741,415693.585,344.837,4226.943
33.73,11973.142,415827.237,344.749,4226.954
33.74,11973.543,415960.891,344.662,4226.966
33.75,11973.944,416094.547,344.574,4226.977
33.76,11974.344,416228.204,344.486,4226.989
33.77,11974.744,416361.864,344.399,4227
33.78,11975.145,416495.526,344.311,4227.012
33.79,11975.544,416629.19,344.224,4227.023
33.8,11975.944,416762.856,344.136,4227.035
33.81,11976.344,416896.523,344.049,4227.046
33.82,11976.743,417030.193,343.962,4227.058
33.83,11977.142,417163.865,343.874,4227.069
33.84,11977.541,417297.539,343.787,4227.081
33.85,11977.94,417431.214,343.7,4227.092
33.86,11978.339,417564.892,343.613,4227.104
33.87,11978.737,417698.571,343.526,4227.115
33.88,11979.136,417832.253,343.439,4227.126
33.89,11979.534,417965.937,343.352,4227.138
33.9,11979.932,418099.622,343.265,4227.149
33.91,11980.33,418233.31,343.178,4227.161
33.92,11980.727,418366.999,343.091,4227.172
33.93,11981.125,418500.691,343.004,4227.183
33.94,11981.522,418634.384,342.917,4227.195
33.95,11981.919,418768.079,342.83,4227.206
33.96,11982.316,418901.777,342.744,4227.218
33.97,11982.713,419035.476,342.657,4227.229
33.98,11983.11,419169.177,342.57,4227.24
33.99,11983.506,419302.88,342.484,4227.252
34,11983.902,419436.586,342.397,4227.263
34.01,11984.299,419570.293,342.311,4227.274
34.02,11984.695,419704.002,342.224,4227.286
34.03,11985.09,419837.713,342.138,4227.297
34.04,11985.486,419971.426,342.052,4227.308
34.05,11985.881,420105.141,341.965,4227.319
